,corpus,corpus_path,extracted_filename,phone,pred_phone,next_phone,start_time,end_time,duration,word,pred_word,next_word,is_word_onset,speaker,gender,f1,f2,deltaFormant,norm_f1,norm_f2,norm_deltaFormant,norm_duration
2426,TIMIT,timit/TIMIT_ORIG/train/dr3/mcef0/sx55,dr3_mcef0_lack_ae_4367.wav,AE,l,kcl,0.2729375,0.409875,0.1369375,lack,the,of,False,mcef0,m,776.0,1485.0,709.0,2.1172284348332475,-1.3049098331227142,-1.8212013507829472,0.957981283116316
2427,TIMIT,timit/TIMIT_ORIG/train/dr3/mcef0/sx55,dr3_mcef0_tenants_eh_28310.wav,eh,t,n,1.769375,1.8198125,0.050437500000000135,tenant's,the,grievances,False,mcef0,m,620.0,1848.0,1228.0,-0.3113571227695952,1.0628051272419643,0.991411902841759,-1.3198745662177573
2428,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sa1,dr3_mdbb1_she_ae_5678.wav,AE,ih,dcl,0.354875,0.4745625,0.1196875,she,,had,True,mdbb1,m,580.0,1621.0,1041.0,-1.006045510937193,0.17831440791720912,0.5149918622330211,0.0845625035350881
2429,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sa2,dr3_mdbb1_dont_ae_6680.wav,AE,nx,s,0.4175,0.564375,0.14687499999999998,don't,,ask,True,mdbb1,m,628.0,1558.0,930.0,0.2928993259690579,-0.3657731444455547,-0.4736039099274164,0.6922784545962908
2430,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sa2,dr3_mdbb1_carry_ae_19019.wav,AE,ih,nx,1.1886875,1.2725,0.08381250000000007,carry,to,an,True,mdbb1,m,658.0,1853.0,1195.0,1.1047398490354647,2.181938410268974,1.8865571677529074,-0.7173431422330269
2431,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sa2,dr3_mdbb1_rag_ae_28015.wav,AE,r,gcl,1.7509375,1.9435,0.19256249999999997,rag,oily,like,False,mdbb1,m,649.0,1530.0,881.0,0.8611876921155427,-0.6075898343845608,-0.9100110525928348,1.7135206620117838
2432,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sa2,dr3_mdbb1_that_ae_36290.wav,AE,dh,,2.268125,2.3699375,0.10181249999999986,that,like,,False,mdbb1,m,664.0,1560.0,896.0,1.2671079536487462,-0.3485005237356257,-0.7764170293279108,-0.3149932711856142
2433,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si1006,dr3_mdbb1_setting_eh_43498.wav,eh,s,dx,2.718625,2.7875,0.06887500000000024,setting,wave,lotions,False,mdbb1,m,563.0,1601.0,1038.0,-1.466088474008157,0.005588200817919018,0.4882730575800363,-1.051237653275845
2434,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si1636,dr3_mdbb1_rag_ae_17102.wav,AE,r,gcl,1.068875,1.2685,0.19962499999999994,rag,a,heap,False,mdbb1,m,626.0,1557.0,931.0,0.2387766244312974,-0.3744094548005192,-0.4646976417097548,1.8713871044713601
2435,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si2056,dr3_mdbb1_that_eh_5347.wav,eh,dh,tcl,0.3341875,0.437625,0.10343749999999996,that,all,time,False,mdbb1,m,616.0,1568.0,952.0,-0.03183688325750488,-0.27941004089590965,-0.2776660091388612,-0.2786700189382757
2436,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si2056,dr3_mdbb1_barrels_eh_19556.wav,eh,v,r,1.22225,1.2731875,0.05093749999999986,barrels,rifle,were,False,mdbb1,m,545.0,1314.0,769.0,-1.953192787848001,-2.473032871056894,-1.9075130929709339,-1.4521904761599118
2437,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si2056,dr3_mdbb1_at_eh_44372.wav,eh,ih,dx,2.77325,2.8125,0.03925000000000001,at,unwaveringly,his,False,mdbb1,m,615.0,1701.0,1086.0,-0.05889823402638512,0.8692192363143695,0.9157739320277931,-1.713438482708058
2438,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/si2056,dr3_mdbb1_head_eh_48758.wav,eh,hh,dx,3.047375,3.1518125,0.10443749999999996,head,his,and,False,mdbb1,m,553.0,1689.0,1136.0,-1.7367019816969593,0.7655835120547955,1.361087342910873,-0.2563172483245303
2439,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx106,dr3_mdbb1_tapestry_ae_10286.wav,AE,t,pcl,0.642875,0.7885,0.145625,tapestry,huge,hung,False,mdbb1,m,645.0,1607.0,962.0,0.7529422890400218,0.057406062947706046,-0.18860332696224522,0.6643374913291096
2440,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx286,dr3_mdbb1_in_eh_4033.wav,eh,n,v,0.2520625,0.368125,0.11606249999999996,in,,every,True,mdbb1,m,625.0,1713.0,1088.0,0.21171527366241719,0.9728549605739436,0.9335864684631163,0.003533710060259994
2441,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx286,dr3_mdbb1_traffic_ae_31866.wav,AE,r,f,1.991625,2.081875,0.09025000000000016,traffic,,sometimes,False,mdbb1,m,652.0,1520.0,868.0,0.9423717444221833,-0.6939529379342059,-1.0257925394224356,-0.5734471814070387
2442,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx286,dr3_mdbb1_backed_ae_48354.wav,AE,b,kcl,3.022125,3.1625,0.14037500000000014,backed,gets,up,False,mdbb1,m,626.0,1490.0,864.0,0.2387766244312974,-0.953042248583141,-1.0614176122930818,0.5469854456069493
2443,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx376,dr3_mdbb1_never_eh_9397.wav,eh,n,v,0.5873125,0.6925,0.10518749999999999,never,may,become,False,mdbb1,m,645.0,1660.0,1015.0,0.7529422890400218,0.5151305117608248,0.28342888857381954,-0.2395526703642206
2444,TIMIT,timit/TIMIT_ORIG/train/dr3/mdbb1/sx376,dr3_mdbb1_men_eh_36826.wav,eh,m,n,2.301625,2.4631875,0.16156250000000005,men,to,,False,mdbb1,m,602.0,1664.0,1062.0,-0.4106957940218281,0.5496757531806828,0.7020234948039147,1.020584772985678
2445,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa1,dr3_mddc0_had_ae_6851.wav,AE,hv,dcl,0.4281875,0.5586875,0.1305,had,she,your,False,mddc0,m,673.0,1947.0,1274.0,0.2147569760473643,1.6692654982774549,1.5212576727261455,0.49252789456763485
2446,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa2,dr3_mddc0_dont_ae_4511.wav,AE,nx,s,0.2819375,0.42625,0.1443125,don't,,ask,True,mddc0,m,728.0,1786.0,1058.0,1.0896928043884782,0.689537103754164,0.26138072162584386,0.8265475791075583
2447,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa2,dr3_mddc0_carry_eh_13920.wav,eh,k,r,0.87,0.92425,0.05425000000000002,carry,to,an,False,mddc0,m,509.0,1702.0,1193.0,-2.3941425848243205,0.17837446313331654,1.0488038160635325,-1.3513816761957418
2448,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa2,dr3_mddc0_carry_eh_17840.wav,eh,iy,nx,1.115,1.1725,0.05750000000000011,carry,to,an,True,mddc0,m,653.0,1732.0,1079.0,-0.103401506985768,0.3609325490693335,0.38386875853837316,-1.2727888092451696
2449,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa2,dr3_mddc0_rag_ae_26360.wav,AE,r,gcl,1.6475,1.8225,0.17500000000000004,rag,oily,like,False,mddc0,m,708.0,1762.0,1054.0,0.7715343213553458,0.5434906350053504,0.23804966697583826,1.5686456112754428
2450,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sa2,dr3_mddc0_that_ae_34980.wav,AE,dh,tcl,2.18625,2.3925,0.20625000000000027,that,like,,False,mddc0,m,754.0,1700.0,946.0,1.5032988323315501,0.16620392407091542,-0.3918888085743126,2.3243462550309304
2451,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/si1419,dr3_mddc0_presents_eh_44060.wav,eh,z,n,2.75375,2.863125,0.109375,presents,,hazards,False,mddc0,m,655.0,1630.0,975.0,-0.07158565868245477,-0.2597649431131241,-0.2227386623617721,-0.018325740611071367
2452,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/si1419,dr3_mddc0_hazards_ae_48510.wav,AE,hv,z,3.031875,3.1575,0.12562500000000032,hazards,presents,to,False,mddc0,m,699.0,1698.0,999.0,0.6283630039904363,0.1540333850085143,-0.08275233446173856,0.37463859414178724
2453,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/si2049,dr3_mddc0_shall_eh_3720.wav,eh,sh,l,0.2325,0.309,0.07649999999999998,shall,,we,False,mddc0,m,691.0,1696.0,1005.0,0.5010996107771833,0.14186284594611315,-0.04775575248673018,-0.8133228178418392
2454,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/si789,dr3_mddc0_pools_eh_28000.wav,eh,z,z,1.75,1.8525,0.10250000000000004,pools,to,as,True,mddc0,m,556.0,1451.0,895.0,-1.6464701496964596,-1.3490281891980251,-0.6893597553618839,-0.18457988223727664
2455,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/si789,dr3_mddc0_any_eh_31800.wav,eh,q,nx,1.9875,2.0725,0.08499999999999974,any,as,pool,False,mddc0,m,627.0,1885.0,1258.0,-0.51700753492884,1.2919787873430197,1.4279334541261233,-0.6077722427403539
2456,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sx249,dr3_mddc0_every_eh_10567.wav,eh,q,v,0.6604375,0.73625,0.07581249999999995,every,ate,,False,mddc0,m,612.0,1619.0,1007.0,-0.7556263972036892,-0.3267029079563303,-0.03609022516172739,-0.8299482320044608
2457,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sx339,dr3_mddc0_catch_eh_11100.wav,eh,k,tcl,0.69375,0.775,0.08125000000000004,catch,shawn,that,False,mddc0,m,625.0,1753.0,1128.0,-0.5488233832321532,0.4887232092245453,0.6696741780009416,-0.6984563199910044
2458,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sx339,dr3_mddc0_that_ae_14580.wav,AE,dh,tcl,0.91125,1.0225,0.11124999999999996,that,catch,big,False,mddc0,m,673.0,1558.0,885.0,0.2147569760473643,-0.6979043493595647,-0.7476873919868978,0.02701629801425661
2459,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sx339,dr3_mddc0_help_eh_31001.wav,eh,hv,l,1.9375625,2.0333125,0.09575,help,without,,False,mddc0,m,696.0,1251.0,555.0,0.5806392315354665,-2.566082095438138,-2.6724994006123586,-0.34781122128846165
2460,TIMIT,timit/TIMIT_ORIG/train/dr3/mddc0/sx69,dr3_mddc0_steps_eh_33220.wav,eh,t,pcl,2.07625,2.2075,0.1312500000000001,steps,porch,,False,mddc0,m,693.0,1593.0,900.0,0.5329154590804966,-0.48491991576754495,-0.6601959370493768,0.5106647100177685
2461,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sa1,dr3_mdef0_had_eh_5600.wav,eh,hv,dcl,0.35,0.4255625,0.07556250000000003,had,she,your,False,mdef0,m,556.0,1744.0,1188.0,-0.2716072381275556,0.6646752940424088,0.6490363800367577,-0.6630108102451586
2462,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sa2,dr3_mdef0_dont_eh_4360.wav,eh,nx,s,0.2725,0.360625,0.08812499999999995,don't,,ask,True,mdef0,m,595.0,1682.0,1087.0,0.9053574604251853,0.13407613227464948,-0.10734063208300157,-0.21643664819229064
2463,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sa2,dr3_mdef0_carry_eh_12490.wav,eh,k,r,0.780625,0.8459375,0.0653125,carry,to,an,False,mdef0,m,538.0,1711.0,1173.0,-0.8148217143826667,0.38225961116602075,0.5367031604150112,-1.0273797782882983
2464,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sa2,dr3_mdef0_rag_ae_21899.wav,AE,r,gcl,1.3686875,1.5175,0.14881250000000001,rag,oily,like,False,mdef0,m,593.0,1666.0,1073.0,0.8450002963968396,-0.0028526836654174117,-0.21218497039663156,1.9408942540631224
2465,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sa2,dr3_mdef0_that_ae_28730.wav,AE,dh,tcl,1.795625,1.9351875,0.13956250000000003,that,like,,False,mdef0,m,618.0,1528.0,910.0,1.5994648467511607,-1.1838637211484944,-1.4328726236196092,1.6120734780241932
2466,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si1123,dr3_mdef0_that_eh_31890.wav,eh,dh,dx,1.993125,2.0756875,0.08256249999999987,that,proof,in,False,mdef0,m,535.0,1558.0,1023.0,-0.9053574604251853,-0.927122191260869,-0.586629035802453,-0.414173466215704
2467,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si1123,dr3_mdef0_message_eh_53904.wav,eh,m,s,3.369,3.435625,0.06662499999999971,message,war,sending,False,mdef0,m,563.0,1588.0,1025.0,-0.060357164028345685,-0.6703806613732436,-0.5716512731862201,-0.9807227762827846
2468,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si1123,dr3_mdef0_sending_eh_59310.wav,eh,s,n,3.706875,3.795,0.08812499999999979,sending,message,must,False,mdef0,m,597.0,1570.0,973.0,0.965714624453531,-0.8244255793058188,-0.9610731012082744,-0.21643664819229658
2469,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si1563,dr3_mdef0_grotesque_eh_11110.wav,eh,t,s,0.694375,0.8025,0.10812500000000003,grotesque,a,hen,False,mdef0,m,567.0,1554.0,987.0,0.060357164028345685,-0.9613543952458857,-0.8562287628946443,0.49452719189188443
2470,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si1563,dr3_mdef0_grotesque_eh_15530.wav,eh,k,n,0.970625,1.0876875,0.11706249999999996,grotesque,a,hen,True,mdef0,m,556.0,1939.0,1383.0,-0.2716072381275556,2.3334952383119743,2.109368235119461,0.8122391579294966
2471,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/si2193,dr3_mdef0_theyd_eh_9050.wav,eh,dh,dcl,0.565625,0.6344375,0.06881249999999994,they'd,maybe,realize,False,mdef0,m,496.0,1751.0,1255.0,-2.082322158977926,0.724581651016188,1.1507914276805582,-0.9029611062735701
2472,TIMIT,timit/TIMIT_ORIG/train/dr3/mdef0/sx123,dr3_mdef0_vodka_eh_25850.wav,eh,k,n,1.615625,1.6975,0.08187499999999992,vodka,from,,True,mdef0,m,566.0,1705.0,1139.0,0.030178582014172842,0.33091130518849565,0.2820811959390527,-0.43861284821859575
2473,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sa1,dr3_mdhs0_had_ae_6160.wav,AE,hv,dcl,0.385,0.455,0.07,had,she,your,False,mdhs0,m,632.0,1733.0,1101.0,-0.13850750868049969,0.31757188637190564,0.3062663907879437,-1.120352663123271
2474,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sa2,dr3_mdhs0_dont_ae_7646.wav,AE,n,s,0.477875,0.61625,0.13837499999999997,don't,,ask,True,mdhs0,m,650.0,1934.0,1284.0,0.12793441641481176,1.498083495685698,1.1898863155612691,0.6792615359743732
2475,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sa2,dr3_mdhs0_carry_eh_17290.wav,eh,k,r,1.080625,1.15925,0.07862499999999994,carry,to,an,False,mdhs0,m,629.0,1671.0,1042.0,-0.18291449619638495,-0.046566022968667145,0.021383464221680318,-0.8933446562901144
2476,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sa2,dr3_mdhs0_rag_ae_29451.wav,AE,r,gcl,1.8406875,1.992125,0.1514374999999999,rag,oily,like,False,mdhs0,m,695.0,1561.0,866.0,0.7940392291530904,-0.6926171524438769,-0.8284367912980206,1.0230635173376326
2477,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sa2,dr3_mdhs0_that_ae_37100.wav,AE,dh,tcl,2.31875,2.4960625,0.17731249999999976,that,like,,False,mdhs0,m,694.0,1616.0,922.0,0.7792368999811287,-0.36959158770627204,-0.5580394372690249,1.7040875378371036
2478,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si1530,dr3_mdhs0_suspect_eh_20284.wav,eh,p,kcl,1.26775,1.394375,0.126625,suspect,even,that,False,mdhs0,m,650.0,1639.0,989.0,0.12793441641481176,-0.2345081697250918,-0.2345283172700478,0.37000425130311476
2479,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si1530,dr3_mdhs0_that_eh_24180.wav,eh,dh,dx,1.51125,1.57175,0.0605,that,suspect,it,False,mdhs0,m,489.0,1773.0,1284.0,-2.2552405802710296,0.5524995698174364,1.1898863155612691,-1.3703904677510976
2480,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si2160,dr3_mdhs0_he_eh_3704.wav,eh,iy,dcl,0.2315,0.3184375,0.08693749999999997,he,,had,True,mdhs0,m,541.0,2035.0,1494.0,-1.4855194633290187,2.0912758963856635,2.2038763931700034,-0.6745615772407656
2481,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si2160,dr3_mdhs0_never_eh_6433.wav,eh,n,v,0.4020625,0.4725625,0.07050000000000001,never,had,felt,False,mdhs0,m,652.0,1722.0,1070.0,0.15753907475873527,0.25296677342438467,0.1565821412361782,-1.1071927786691749
2482,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si2160,dr3_mdhs0_felt_eh_11620.wav,eh,f,l,0.72625,0.8075,0.08125000000000004,felt,never,particularly,False,mdhs0,m,642.0,1315.0,673.0,0.009515783039117785,-2.1374224056338913,-1.7603419578622381,-0.8242552629061072
2483,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/si900,dr3_mdhs0_salads_ae_34008.wav,AE,s,l,2.1255,2.2715,0.1459999999999999,salads,in,and,False,mdhs0,m,685.0,1581.0,896.0,0.646015937433473,-0.5751533107211115,-0.6835810659253444,0.8799497738993375
2484,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sx270,dr3_mdhs0_available_eh_19926.wav,eh,v,l,1.245375,1.34725,0.10187500000000016,available,aprons,to,False,mdhs0,m,592.0,1584.0,992.0,-0.7306006755589696,-0.5575337344626967,-0.22004274473278018,-0.2814100291746389
2485,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sx360,dr3_mdhs0_damage_ae_19410.wav,AE,d,m,1.213125,1.3575,0.14437499999999992,damage,will,this,False,mdhs0,m,764.0,1652.0,888.0,1.815399942018451,-0.15815667260529429,-0.722209259358058,0.8371801494235255
2486,TIMIT,timit/TIMIT_ORIG/train/dr3/mdhs0/sx450,dr3_mdhs0_graph_ae_42886.wav,AE,r,f,2.680375,2.8225,0.1421249999999996,graph,the,,False,mdhs0,m,664.0,1689.0,1025.0,0.3351670248222762,0.059151434581821725,-0.06070144682283626,0.7779606693800848
2487,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sa1,dr3_mdjm0_had_eh_5490.wav,eh,hv,dcl,0.343125,0.4575,0.114375,had,she,your,False,mdjm0,m,568.0,1806.0,1238.0,-0.995360688493942,1.9426087187638363,2.0401364990998188,0.09244637547482859
2488,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sa2,dr3_mdjm0_dont_ae_4762.wav,AE,nx,s,0.297625,0.435,0.13737500000000002,don't,,ask,True,mdjm0,m,666.0,1605.0,939.0,0.45744235896742935,0.007564140143858563,-0.22812681703081622,0.8075871058747041
2489,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sa2,dr3_mdjm0_rag_ae_26402.wav,AE,r,gcl,1.650125,1.8025,0.15237499999999993,rag,oily,like,False,mdjm0,m,595.0,1645.0,1050.0,-0.5950986243974418,0.3926476383766899,0.6139374909641686,1.2739832343963586
2490,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sa2,dr3_mdjm0_that_ae_34030.wav,AE,dh,tcl,2.126875,2.3025,0.17562500000000014,that,like,,False,mdjm0,m,693.0,1636.0,943.0,0.8577044230639297,0.3060038512743029,-0.19778215728324922,1.9968972336049344
2491,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/si1455,dr3_mdjm0_represents_eh_31280.wav,eh,z,n,1.955,2.04,0.08499999999999996,represents,line,a,False,mdjm0,m,608.0,1468.0,860.0,-0.4023798527954231,-1.311346841303589,-0.8274338470452649,-0.820912709546752
2492,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/si1455,dr3_mdjm0_test_eh_62290.wav,eh,t,s,3.893125,3.984375,0.09125000000000005,test,a,example,False,mdjm0,m,569.0,1525.0,956.0,-0.980536167601479,-0.7626028563218042,-0.0991620131036564,-0.6265809893293919
2493,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/si1455,dr3_mdjm0_example_ae_67400.wav,AE,z,m,4.2125,4.35,0.1374999999999993,example,test,,False,mdjm0,m,646.0,1692.0,1046.0,0.1609519411181699,0.8451207488002668,0.5835928312166015,0.8114737402790284
2494,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/si2085,dr3_mdjm0_valiant_ae_27400.wav,AE,v,l,1.7125,1.8250625,0.11256250000000012,valiant,so,,False,mdjm0,m,656.0,1513.0,857.0,0.30919715004279963,-0.8781279057916537,-0.8501923418559402,0.0360901766117986
2495,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/si825,dr3_mdjm0_preventing_eh_30120.wav,eh,v,n,1.8825,1.983375,0.10087500000000005,preventing,in,foamy,False,mdjm0,m,631.0,1582.0,951.0,-0.06141587226877469,-0.2138588713400195,-0.13709283778811518,-0.3273101401946618
2496,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sx15,dr3_mdjm0_every_eh_34172.wav,eh,q,v,2.13575,2.201,0.06525000000000025,every,,,False,mdjm0,m,559.0,1780.0,1221.0,-1.1287813765261088,1.6923044449124958,1.9111716951726587,-1.4350009454335921
2497,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sx195,dr3_mdjm0_acts_ae_13583.wav,AE,q,kcl,0.8489375,0.97,0.12106249999999996,acts,,of,True,mdjm0,m,735.0,1634.0,899.0,1.4803343005473746,0.2867496763626613,-0.5315734145064864,0.3003813161073996
2498,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sx285,dr3_mdjm0_purchased_eh_15770.wav,eh,s,v,0.985625,1.0730625,0.08743750000000006,purchased,rich,,False,mdjm0,m,611.0,1551.0,940.0,-0.35790629011803415,-0.5122985824704638,-0.22054065209392448,-0.7451233386619798
2499,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sx285,dr3_mdjm0_lithographs_ae_33400.wav,AE,r,f,2.0875,2.2025,0.11500000000000021,lithographs,signed,,False,mdjm0,m,785.0,1553.0,768.0,2.221560345170523,-0.49304440755882223,-1.5253610212393063,0.11187954749657082
2500,TIMIT,timit/TIMIT_ORIG/train/dr3/mdjm0/sx375,dr3_mdjm0_kept_eh_12930.wav,eh,k,pcl,0.808125,0.8720625,0.06393749999999998,kept,well,gardens,False,mdjm0,m,570.0,1469.0,899.0,-0.9657116467090161,-1.301719753847768,-0.5315734145064864,-1.4758106066792456
2501,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sa1,dr3_mdlc0_had_eh_6600.wav,eh,hv,dcl,0.4125,0.5430625,0.13056250000000003,had,she,your,False,mdlc0,m,518.0,1883.0,1365.0,-1.572978774388377,1.5461552307864943,1.7255591588395864,0.2355461260810993
2502,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sa2,dr3_mdlc0_dont_ae_7051.wav,AE,q,s,0.4406875,0.63875,0.19806250000000003,don't,,ask,True,mdlc0,m,557.0,1795.0,1238.0,-0.708948180006029,0.9781178473737744,1.019841745705533,1.6960752969183084
2503,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sa2,dr3_mdlc0_carry_eh_21500.wav,eh,k,r,1.34375,1.39425,0.05049999999999999,carry,to,an,False,mdlc0,m,523.0,1733.0,1210.0,-1.4622056212624348,0.5779096908784489,0.8642505050145608,-1.4968037515508132
2504,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sa2,dr3_mdlc0_rag_ae_32501.wav,AE,r,gcl,2.0313125,2.2425,0.2111875000000003,rag,oily,like,False,mdlc0,m,627.0,1655.0,1028.0,0.8418759637571595,0.07442201012626529,-0.14709255947675975,1.9800670801366604
2505,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sa2,dr3_mdlc0_that_ae_42110.wav,AE,dh,q,2.631875,2.783375,0.15149999999999997,that,like,,False,mdlc0,m,621.0,1666.0,1045.0,0.708948180006029,0.14542668305285528,-0.05262644905724081,0.6885806374056027
2506,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/si1395,dr3_mdlc0_the_eh_4219.wav,eh,iy,l,0.2636875,0.3263125,0.06262499999999999,the,,elementary,True,mdlc0,m,651.0,1299.0,648.0,1.3735870987616812,-2.223547404588829,-2.2586879688542423,-1.2344494375300554
2507,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/si1395,dr3_mdlc0_elementary_eh_8040.wav,eh,m,nx,0.5025,0.6025,0.10000000000000009,elementary,the,school,False,mdlc0,m,575.0,1403.0,828.0,-0.31016482875263773,-1.552230496919251,-1.2584585644122768,-0.4257490262701911
2508,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/si1395,dr3_mdlc0_gradually_ae_36100.wav,AE,r,dcl,2.25625,2.3725,0.11624999999999996,gradually,grows,,False,mdlc0,m,561.0,1657.0,1096.0,-0.6203296575052755,0.08733195065837256,0.23077188220131603,-0.07414015180938428
2509,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/si2025,dr3_mdlc0_tell_eh_11860.wav,eh,t,l,0.74125,0.8380625,0.09681250000000008,tell,didn't,her,False,mdlc0,m,566.0,1651.0,1085.0,-0.5095565043793334,0.04860212906205073,0.1696467519298626,-0.494718459337504
2510,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/si2025,dr3_mdlc0_himself_eh_59750.wav,eh,s,l,3.734375,3.824,0.08962499999999984,himself,to,,False,mdlc0,m,590.0,1405.0,815.0,0.022154630625188406,-1.5393205563871437,-1.3306973547330854,-0.6502377691951748
2511,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sx135,dr3_mdlc0_technical_eh_3030.wav,eh,t,kcl,0.189375,0.294625,0.10525000000000004,technical,,writers,False,mdlc0,m,548.0,1771.0,1223.0,-0.9083398556327247,0.8231985609884871,0.9364892953353694,-0.3121523129828538
2512,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sx315,dr3_mdlc0_clams_ae_19020.wav,AE,l,m,1.18875,1.3368125,0.14806249999999999,clams,more,at,False,mdlc0,m,644.0,1752.0,1108.0,1.2185046843853624,0.700554125933468,0.29745384249744705,0.6142018370388933
2513,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sx315,dr3_mdlc0_edge_eh_38488.wav,eh,q,dcl,2.4055,2.5875,0.18199999999999994,edge,,,False,mdlc0,m,527.0,1709.0,1182.0,-1.3735870987616812,0.42299040449316166,0.7086592643235884,1.3485234479320445
2514,TIMIT,timit/TIMIT_ORIG/train/dr3/mdlc0/sx405,dr3_mdlc0_have_ae_16270.wav,AE,hv,v,1.016875,1.1200625,0.10318749999999999,have,can,another,False,mdlc0,m,635.0,1573.0,938.0,1.0191130087586668,-0.4548855516901329,-0.6472072616977425,-0.3567795932028807
